"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_101_C12W1_1*","No","No","aa","aa1","GP2-4_26",1,"aa1 * (an / (an + bt))","aa1 * (an / (an + bt)) * 2","YES",0,"P21502_101","1*",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_101_C12W1_2","Yes","Yes","an","an","GP2-4_26",2,"an","0",NA,0,"P21502_101","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_102_C12W1_1","Yes","Yes","ao","ao","GP2-4_27",3,"ao","ao + ap","NO",0,"P21502_102","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_102_C12W1_2","Yes","Yes","ap","ap","GP2-4_27",4,"ap","0",NA,0,"P21502_102","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_103_C12W1_1","Yes","Yes","aq","aq","GP2-4_28",5,"aq","aq + af1 * (aq / (aq + cj + 0.15 * eh))","NO",0,"P21502_103","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_103_C12W1_2**","No","No","af","af1","GP2-4_28",6,"af1 * (aq / (aq + cj + 0.15 * eh))","0",NA,46,"P21502_103","2**",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_104_C12W1_1","Yes","Yes","ac","ac","GP2-4_29",7,"ac","ac + eg","NO",0,"P21502_104","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_104_C12W1_2","Yes","Yes","eg","eg","GP2-4_29",8,"eg","0",NA,0,"P21502_104","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_105_C12W1_1","Yes","Yes","ar","ar","GP2-4_31",9,"ar","ar + as","NO",0,"P21502_105","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_105_C12W1_2","Yes","Yes","as","as","GP2-4_31",10,"as","0",NA,0,"P21502_105","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_108_C12W1_1*","No","Yes","am","am1","GP2-4_39",11,"am1 * (at / (at + de))","am1 * (at / (at + de)) + at","NO",17,"P21502_108","1*",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_108_C12W1_2","Yes","Yes","at","at","GP2-4_39",12,"at","0",NA,0,"P21502_108","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_109_C12W1_1","Yes","Yes","au","au","GP2-4_40",13,"au","au + av","NO",0,"P21502_109","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_109_C12W1_2","Yes","Yes","av","av","GP2-4_40",14,"av","0",NA,0,"P21502_109","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_111_C12W1_1","Yes","Yes","aw","aw","GP2-4_42",15,"aw","ax * 2","YES",0,"P21502_111","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_111_C12W1_2","Yes","Yes","ax","ax","GP2-4_42",16,"ax","0",NA,0,"P21502_111","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_112_C12W1_2**","No","No","af","af2","GP2-4_43",17,"af2 * (0.15 * eh / (aq + cj + 0.15 * eh))","0",NA,46,"P21502_112","2**",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_112_C12W1_1","Yes","Yes","eh","eh","GP2-4_43",18,"eh","eh + af2 * (0.15 * eh / (aq + cj + 0.15 * eh))","NO",0,"P21502_112","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_113_C12W1_1","Yes","Yes","ai","ai","GP2-4_44",19,"ai","al * 2","YES",0,"P21502_113","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_113_C12W1_2","Yes","Yes","al","al","GP2-4_44",20,"al","0",NA,0,"P21502_113","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_114_C12W1_1","No","No","ae","ae","GP2-4_45and46",21,"ae","ae + ad","NO",0,"P21502_114","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_114_C12W1_2","No","No","ad","ad","GP2-4_45and46",22,"ad","0",NA,0,"P21502_114","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_116_C12W1_1*","No","Yes","ak","ak1","GP2-4_47",23,"ak1 * (ay / (ay + da))","ai + al","NO",160,"P21502_116","1*",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_116_C12W1_2","Yes","Yes","ay","ay","GP2-4_47",24,"ay","0",NA,0,"P21502_116","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_117_C12W1_1","Yes","Yes","ah","ah","GP2-4_51",25,"ah","ah + ag","NO",0,"P21502_117","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_117_C12W1_2","Yes","Yes","ag","ag","GP2-4_51",26,"ag","0",NA,0,"P21502_117","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_118_C12W1_1","Yes","Yes","az","az","GP2-4_52",27,"az","az + ba","NO",0,"P21502_118","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_118_C12W1_2","Yes","Yes","ba","ba","GP2-4_52",28,"ba","0",NA,0,"P21502_118","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_119_C12W1_1","Yes","Yes","bb","bb","GP2-4_54",29,"bb","bb + bc","NO",0,"P21502_119","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_119_C12W1_2","Yes","Yes","bc","bc","GP2-4_54",30,"bc","0",NA,0,"P21502_119","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_120_C12W1_1","Yes","Yes","bd","bd","GP2-4_55",31,"bd","bd + be","NO",0,"P21502_120","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_120_C12W1_2","Yes","Yes","be","be","GP2-4_55",32,"be","0",NA,0,"P21502_120","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_121_C12W1_1","Yes","Yes","bf","bf","GP2-4_56",33,"bf","bf + ab2 * (bf / (bu + bf + dn))","NO",0,"P21502_121","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_121_C12W1_2**","No","No","ab","ab2","GP2-4_56",34,"ab2 * (bf / (bu + bf + dn))","0",NA,77,"P21502_121","2**",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_122_C12W1_1","Yes","Yes","bg","bg","GP2-4_57",35,"bg","bg + bh","NO",0,"P21502_122","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_122_C12W1_2","Yes","Yes","bh","bh","GP2-4_57",36,"bh","0",NA,0,"P21502_122","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_123_C12W1_1","Yes","Yes","bi","bi","GP2-4_61",37,"bi","bi * 2","YES",0,"P21502_123","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_123_C12W1_2","Yes","Yes","bj","bj","GP2-4_61",38,"bj","0",NA,0,"P21502_123","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_124_C12W1_1","Yes","Yes","bk","bk","GP2-4_63",39,"bk","bk * 2","YES",0,"P21502_124","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_124_C12W1_2","Yes","Yes","bl","bl","GP2-4_63",40,"bl","0",NA,0,"P21502_124","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_125_C12W1_1","Yes","Yes","bm","bm","GP2-4_67",41,"bm","bm + bn","NO",0,"P21502_125","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_125_C12W1_2","Yes","Yes","bn","bn","GP2-4_67",42,"bn","0",NA,0,"P21502_125","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_126_C12W1_1","Yes","Yes","bo","bo","GP2-4_68",43,"bo","bo + bp","NO",0,"P21502_126","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_126_C12W1_2","Yes","Yes","bp","bp","GP2-4_68",44,"bp","0",NA,0,"P21502_126","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_127_C12W1_1*","No","Yes","aj","aj1","GP2-4_69",45,"aj1 * (bq / (bq + cv))","aj1 * (bq / (bq + cv)) + bq","NO",625,"P21502_127","1*",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_127_C12W1_2","Yes","Yes","bq","bq","GP2-4_69",46,"bq","0",NA,0,"P21502_127","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_128_C12W1_1","Yes","Yes","br","br","GP2-4_70",47,"br","br + bs","NO",0,"P21502_128","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_128_C12W1_2","Yes","Yes","bs","bs","GP2-4_70",48,"bs","0",NA,0,"P21502_128","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_107_C12W1_1*","No","No","aa","aa2","GP2-4_71",49,"aa2 * (bt / (an + bt))","aa2 * (bt / (an + bt)) + bt","NO",0,"P21502_107","1*",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_107_C12W1_2","Yes","Yes","bt","bt","GP2-4_71",50,"bt","0",NA,0,"P21502_107","2",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_110_C12W1_1","Yes","Yes","bu","bu","GP2-4_72",51,"bu","bu + ab1 * (bu / (bu + bf + dn))","NO",0,"P21502_110","1",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_110_C12W1_2**","No","No","ab","ab1","GP2-4_72",52,"ab1 * (bu / (bu + bf + dn))","0",NA,77,"P21502_110","2**",0,0
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_129_C12W1_1","Yes","Yes","bv","bv","VG1-2_44",53,"bv","bv + bw","NO",600,"P21502_129","1",600,0.0299147429824999
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_129_C12W1_2","Yes","Yes","bw","bw","VG1-2_44",54,"bw","0",NA,447,"P21502_129","2",447,0.0222864835219624
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_130_C12W1_1","Yes","Yes","bx","bx","VG1-2_45",55,"bx","bx + by","NO",120,"P21502_130","1",120,0.00598294859649998
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_130_C12W1_2","Yes","Yes","by","by","VG1-2_45",56,"by","0",NA,69,"P21502_130","2",69,0.00344019544298749
"P21502_280","PIPT-VG1-2_DNA_C5:_t9_C12W1","VG","VG","Control",9,"VG_C5",5,"P21502_131_C12W1_1","Yes","Yes","bz","bz","VG1-2_49",57,"bz","bz + ca","NO",73,"P21502_131","1",73,0.00363962706287082
